species,fishreg,unit,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
F20,37_4,TLW,TR	586.7 	788.4 	636.2 e	606.7 	540.8 	569.4 	640.6 	788.5 	659.5 	1012 	995 	1147 	735 	1031 	1577 	326 	306 	240 	209 	258 
F20,37_4_1,TLW,TR	31.6 	13.6 	16.3 e	18.1 	11.5 	47.1 	18.2 	28.1 	52 	168 	302 	487 	372 	507 	356 	256 	240 	188 	93 	84 
F20,37_4_2,TLW,BG	25.5799 	10.809 	10.31 e	15.547 	17.6 	20.5 	26.28 	24.87 	51.79 	59 	37 	27 	26 	17.7 	38.4 	83 	57.01 	115 	16.01 	11.01 
F20,37_4_2,TLW,EU27_2020	45.3599 	15.5494 	19.5417 e	29.33 	40.025 	31.692 	60.799 	50.37 	98.79 	106 	108 	74.5 	35 	21.7 	102.4 	112 	67.01 	125 	53.01 	98.01 
F20,37_4_2,TLW,EU28	45.3599 	15.5494 	19.542 e	29.33 	40.025 	31.692 	60.799 	50.37 	98.79 	106 	108 	74.5 	35 	21.7 	102.4 	112 	67.01 	125 	53.01 	98.01 
F20,37_4_2,TLW,RO	19.78 	4.74 	9.23 e	13.783 	22.425 	11.192 	34.519 	25.5 	47 	47 	71 	47.5 	9 	4 	64 	29 	10 	10 	37 	87 
F20,37_4_2,TLW,TR	555.1 	774.8 	619.9 e	588.6 	529.3 	522.3 	622.4 	760.4 	607.5 	844 	693 	660 	363 	524 	1221 	70 	66 	52 	116 	174 
F20,37_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	100 	0 	0 
F20,37_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	100 	0 	0 
F20,37_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	100 	0 	0 
F20,37_NK,TLW,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	2574 	3070 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F21,37,TLW,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 	5 	1.01 	9 	0.01 	1.01 
F21,37,TLW,ES	0.78 	0.23 	0.27 	0.16 	0.67 	0.01 	1.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F21,37,TLW,EU27_2020	0.78 	0.23 	0.27 	0.16 	0.67 	0.01 	1.3 	: 	: 	: 	: 	: 	: 	: 	7.6 	6 	2.01 	10 	1.01 	2.01 
F21,37,TLW,EU28	0.78 	0.23 	0.27 	0.16 	0.67 	0.01 	1.3 	: 	: 	: 	: 	: 	: 	: 	7.6 	6 	2.01 	10 	1.01 	2.01 
F21,37,TLW,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	1 	1 	1 	1 	1 
F21,37_1,TLW,ES	0.78 	0.23 	0.27 	0.16 	0.67 	0.01 	1.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F21,37_1,TLW,EU27_2020	0.78 	0.23 	0.27 	0.16 	0.67 	0.01 	1.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F21,37_1,TLW,EU28	0.78 	0.23 	0.27 	0.16 	0.67 	0.01 	1.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F21,37_1_1,TLW,ES	0.78 	0.23 	0.27 	0.16 	0.66 	0.01 	1.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F21,37_1_1,TLW,EU27_2020	0.78 	0.23 	0.27 	0.16 	0.66 	0.01 	1.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F21,37_1_1,TLW,EU28	0.78 	0.23 	0.27 	0.16 	0.66 	0.01 	1.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F21,37_1_2,TLW,ES	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F21,37_1_2,TLW,EU27_2020	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F21,37_1_2,TLW,EU28	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F21,37_4,TLW,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 	5 	1.01 	9 	0.01 	1.01 
F21,37_4,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.6 	6 	2.01 	10 	1.01 	2.01 
F21,37_4,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.6 	6 	2.01 	10 	1.01 	2.01 
F21,37_4,TLW,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	1 	1 	1 	1 	1 
F21,37_4_2,TLW,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 	5 	1.01 	9 	0.01 	1.01 
F21,37_4_2,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.6 	6 	2.01 	10 	1.01 	2.01 
F21,37_4_2,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.6 	6 	2.01 	10 	1.01 	2.01 
F21,37_4_2,TLW,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7 	1 	1 	1 	1 	1 
F22,37,TLW,AL	70 	60 	47 	41 	50 	43 	47 	50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,37,TLW,CY	0.058 	: 	: 	: 	: 	0.5827 	: 	: 	: 	: 	: 	: 	: 	: 	0 	2 	6 	0 	0 	0 
F22,37,TLW,EL	5.04 p	11.31 	20.73 	46.67 	19.75 	18.12 	5.25 	8.83 	9.39 	4.01 	13.12 	10.37 	14.71 	17.47 	15.12 	18.37 	18.06 	15.78 	24 	24 
F22,37,TLW,ES	34.51 	17.4 	21.92 	19.03 	17.3 	21.2 	47.43 	26.53 	27.74 	32.41 	33.81 	26 	20.5 	23 	27 	33 	31 	72 	11 	47 
F22,37,TLW,EU27_2020	278.792 p	458.6275 p	368.5385 	185.191 	270.8093 	295.19 	360.17 	213.43 	368.9 	260.22 	133.94 	56.97 	88.61 	49.48 	44.02 	412.37 	481.06 	437.78 	369 	356 
F22,37,TLW,EU28	278.792 p	458.6275 p	368.539 	185.191 	270.8093 	295.19 	360.17 	213.43 	368.9 	260.22 	133.94 	56.97 	88.61 	49.48 	44.02 	412.37 	481.06 	437.78 	369 	356 
F22,37,TLW,FR	237.222 p	320.427 p	227.583 	29.891 	197.31 	221.77 	297.6 	174.78 	323.55 	203.3 	61.61 	1.9 	2 	2 	1.9 	105 	106 	105 	105 	65 
F22,37,TLW,HR	0.562 	0.68 	0.5 	0.595 	0.1493 	0.5173 	0.69 	0.39 	0.41 	0.2 	0.4 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F22,37,TLW,IT	1.4 p	108.8 p	97.8 	89 	36.3 	33 	9.2 	2.9 	7.8 	20.3 	25 	18.7 	51.4 	7.01 	0 	254 	320 	245 	229 	220 
F22,37,TLW,MT	: 	0.01 	0.01 	0.005 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,37,TLW,SI	: 	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 
F22,37_1,TLW,ES	34.51 	17.4 	21.92 	19.03 	17.3 	21.2 	47.43 	26.53 	27.74 	32.41 	33.81 	26 	20.5 	23 	27 	33 	31 	72 	11 	47 
F22,37_1,TLW,EU27_2020	271.932 p	410.927 p	322.003 	112.221 	220.51 	243.87 	345.03 	201.41 	355.99 	250.91 	115.02 	43.5 	69.4 	25 	28.9 	279 	331 	271 	244 	192 
F22,37_1,TLW,EU28	271.932 p	410.927 p	322.003 	112.221 	220.51 	243.87 	345.03 	201.41 	355.99 	250.91 	115.02 	43.5 	69.4 	25 	28.9 	279 	331 	271 	244 	192 
F22,37_1,TLW,FR	237.222 p	320.427 p	227.583 	29.891 	197.31 	221.77 	297.6 	174.78 	323.55 	202.7 	61.61 	1.9 	2 	2 	1.9 	105 	106 	105 	105 	65 
F22,37_1,TLW,IT	0.2 p	73.1 p	72.5 	63.3 	5.9 	0.9 	: 	0.1 	4.7 	15.8 	19.6 	15.6 	46.9 	: 	0 	141 	194 	94 	128 	80 
F22,37_1_1,TLW,ES	34.51 	17.4 	21.8 	18.79 	17.26 	21.14 	47.42 	26.52 	27.73 	32.4 	33.8 	26 	20.5 	23 	27 	33 	31 	72 	10 	47 
F22,37_1_1,TLW,EU27_2020	34.51 	17.4 	21.8 	18.79 	17.26 	21.14 	47.42 	26.52 	27.73 	32.4 	33.8 	26 	20.5 	23 	27 	33 	31 	72 	10 	47 
F22,37_1_1,TLW,EU28	34.51 	17.4 	21.8 	18.79 	17.26 	21.14 	47.42 	26.52 	27.73 	32.4 	33.8 	26 	20.5 	23 	27 	33 	31 	72 	10 	47 
F22,37_1_2,TLW,ES	: 	: 	0.12 	0.24 	0.04 	0.06 	0.01 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	0 	0 	1 	0 
F22,37_1_2,TLW,EU27_2020	234.23 p	315.565 p	223.085 	29.677 	195.89 	217.07 	292.95 	174.56 	320.77 	201.01 	61.61 	1.9 	2 	2 	1.9 	105 	106 	105 	106 	65 
F22,37_1_2,TLW,EU28	234.23 p	315.565 p	223.085 	29.677 	195.89 	217.07 	292.95 	174.56 	320.77 	201.01 	61.61 	1.9 	2 	2 	1.9 	105 	106 	105 	106 	65 
F22,37_1_2,TLW,FR	234.23 p	315.565 p	222.965 	29.437 	195.85 	217.01 	292.94 	174.55 	320.76 	201 	61.6 	1.9 	2 	2 	1.9 	105 	106 	105 	105 	65 
F22,37_1_3,TLW,EU27_2020	3.192 p	77.962 p	77.118 	63.754 	7.36 	5.66 	4.66 	0.33 	7.49 	17.5 	19.61 	15.6 	46.9 	: 	0 	141 	194 	94 	128 	80 
F22,37_1_3,TLW,EU28	3.192 p	77.962 p	77.118 	63.754 	7.36 	5.66 	4.66 	0.33 	7.49 	17.5 	19.61 	15.6 	46.9 	: 	0 	141 	194 	94 	128 	80 
F22,37_1_3,TLW,FR	2.992 p	4.862 p	4.618 	0.454 	1.46 	4.76 	4.66 	0.23 	2.79 	1.7 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,37_1_3,TLW,IT	0.2 p	73.1 p	72.5 	63.3 	5.9 	0.9 	: 	0.1 	4.7 	15.8 	19.6 	15.6 	46.9 	: 	0 	141 	194 	94 	128 	80 
F22,37_1_NK,TLW,ES	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,37_1_NK,TLW,EU27_2020	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,37_1_NK,TLW,EU28	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,37_2,TLW,AL	70 	60 	47 	41 	50 	43 	47 	50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,37_2,TLW,EL	1.41 p	6.77 	13.06 	20.18 	1.99 	1.03 	0.21 	0.23 	0.56 	0.31 	0.11 	0.06 	2.38 	4.76 	1.36 	0.39 	0.06 	1.56 	1 	2 
F22,37_2,TLW,EU27_2020	3.172 p	43.1605 p	38.8655 	46.48 	32.5393 	33.6473 	10.1 	3.42 	4.08 	5.61 	5.91 	3.16 	6.88 	11.77 	1.36 	113.39 	126.06 	152.56 	102 	142 
F22,37_2,TLW,EU28	3.172 p	43.1605 p	38.866 	46.48 	32.5393 	33.6473 	10.1 	3.42 	4.08 	5.61 	5.91 	3.16 	6.88 	11.77 	1.36 	113.39 	126.06 	152.56 	102 	142 
F22,37_2,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,37_2,TLW,HR	0.562 	0.68 	0.5 	0.595 	0.1493 	0.5173 	0.69 	0.39 	0.41 	0.2 	0.4 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F22,37_2,TLW,IT	1.2 p	35.7 p	25.3 	25.7 	30.4 	32.1 	9.2 	2.8 	3.1 	4.5 	5.4 	3.1 	4.5 	7.01 	0 	113 	126 	151 	101 	140 
F22,37_2,TLW,MT	: 	0.01 	0.01 	0.005 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,37_2,TLW,SI	: 	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 
F22,37_2_1,TLW,AL	70 	60 	47 	41 	50 	43 	47 	50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,37_2_1,TLW,EU27_2020	1.762 p	36.3805 p	25.6985 	26.295 	30.5493 	32.6173 	9.89 	3.19 	3.51 	5.3 	5.8 	3.1 	4.5 	7 	0 	33 	40 	46 	31 	45 
F22,37_2_1,TLW,EU28	1.762 p	36.3805 p	25.699 	26.295 	30.5493 	32.6173 	9.89 	3.19 	3.51 	5.3 	5.8 	3.1 	4.5 	7 	0 	33 	40 	46 	31 	45 
F22,37_2_1,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,37_2_1,TLW,HR	0.562 	0.68 	0.5 	0.595 	0.1493 	0.5173 	0.69 	0.39 	0.41 	0.2 	0.4 	: 	: 	: 	0 	0 	0 	0 	0 	0 
F22,37_2_1,TLW,IT	1.2 p	35.7 p	25.2 	25.7 	30.4 	32.1 	9.2 	2.8 	3.1 	4.5 	5.4 	3.1 	4.5 	7 	0 	33 	40 	46 	31 	45 
F22,37_2_1,TLW,SI	: 	: 	: 	: 	: 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 
F22,37_2_2,TLW,EL	1.41 p	6.77 	13.06 	20.18 	1.99 	1.03 	0.21 	0.23 	0.56 	0.31 	0.11 	0.06 	2.38 	4.76 	1.36 	0.39 	0.06 	1.56 	1 	2 
F22,37_2_2,TLW,EU27_2020	1.41 p	6.78 	13.167 	20.185 	1.99 	1.03 	0.21 	0.23 	0.57 	0.31 	0.11 	0.06 	2.38 	4.77 	1.36 	80.39 	86.06 	106.56 	71 	97 
F22,37_2_2,TLW,EU28	1.41 p	6.78 	13.167 	20.185 	1.99 	1.03 	0.21 	0.23 	0.57 	0.31 	0.11 	0.06 	2.38 	4.77 	1.36 	80.39 	86.06 	106.56 	71 	97 
F22,37_2_2,TLW,IT	0 p	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.01 	0 	80 	86 	105 	70 	95 
F22,37_2_2,TLW,MT	: 	0.01 	0.01 	0.005 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F22,37_3,TLW,CY	0.058 	: 	: 	: 	: 	0.5827 	: 	: 	: 	: 	: 	: 	: 	: 	0 	2 	6 	0 	0 	0 
F22,37_3,TLW,EL	3.63 p	4.54 	7.67 	26.49 	17.76 	17.09 	5.04 	8.6 	8.83 	3.7 	13.01 	10.31 	12.33 	12.71 	13.76 	17.98 	18 	14.22 	23 	22 
F22,37_3,TLW,EU27_2020	3.688 	4.54 	7.67 	26.49 	17.76 	17.6727 	5.04 	8.6 	8.83 	3.7 	13.01 	10.31 	12.33 	12.71 	13.76 	19.98 	24 	14.22 	23 	22 
F22,37_3,TLW,EU28	3.688 	4.54 	7.67 	26.49 	17.76 	17.6727 	5.04 	8.6 	8.83 	3.7 	13.01 	10.31 	12.33 	12.71 	13.76 	19.98 	24 	14.22 	23 	22 
F22,37_3_1,TLW,EL	3.63 p	4.54 	7.67 	26.49 	17.76 	17.09 	5.04 	8.6 	8.83 	3.7 	13.01 	10.31 	12.33 	12.71 	13.76 	17.98 	18 	14.22 	23 	22 
F22,37_3_1,TLW,EU27_2020	3.63 	4.54 	7.67 	26.49 	17.76 	17.09 	5.04 	8.6 	8.83 	3.7 	13.01 	10.31 	12.33 	12.71 	13.76 	17.98 	18 	14.22 	23 	22 
F22,37_3_1,TLW,EU28	3.63 	4.54 	7.67 	26.49 	17.76 	17.09 	5.04 	8.6 	8.83 	3.7 	13.01 	10.31 	12.33 	12.71 	13.76 	17.98 	18 	14.22 	23 	22 
F22,37_3_2,TLW,CY	0.058 	: 	: 	: 	: 	0.5827 	: 	: 	: 	: 	: 	: 	: 	: 	0 	2 	6 	0 	0 	0 
F22,37_3_2,TLW,EU27_2020	0.058 	: 	: 	: 	: 	0.5827 	: 	: 	: 	: 	: 	: 	: 	: 	0 	2 	6 	0 	0 	0 
F22,37_3_2,TLW,EU28	0.058 	: 	: 	: 	: 	0.5827 	: 	: 	: 	: 	: 	: 	: 	: 	0 	2 	6 	0 	0 	0 
F23,37,TLW,AL	70 	64 	58 	52 	50 	52 	51 	50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37,TLW,ES	0.87 	4.63 	1.07 	1.99 	1.36 	2.37 	0.66 	11.2 	9.3 	2.4 	7.1 	9 	6.9 	0.5 	0.2 	6.5 	0 	0 	0 	0 
F23,37,TLW,EU27_2020	2.6828 p	5.393 p	3.268 	2.485 	1.86 	2.53 	0.99 	11.55 	9.3 	3.2 	7.12 	9 	6.9 	0.5 	0.2 	6.5 	0 	0 	0 	0 
F23,37,TLW,EU28	2.6828 p	5.393 p	3.268 	2.485 	1.86 	2.53 	0.99 	11.55 	9.3 	3.2 	7.12 	9 	6.9 	0.5 	0.2 	6.5 	0 	0 	0 	0 
F23,37,TLW,FR	1.811 p	0.763 p	2.197 	0.495 	0.5 	0.16 	0.33 	0.35 	: 	0.8 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37,TLW,HR	0.0018 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37,TLW,IT	0 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37,TLW,SI	0 	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_1,TLW,ES	0.87 	4.63 	1.07 	1.99 	1.36 	2.37 	0.66 	11.2 	9.3 	2.4 	7.1 	9 	6.9 	0.5 	0.2 	6.5 	0 	0 	0 	0 
F23,37_1,TLW,EU27_2020	2.681 p	5.393 p	3.267 	2.485 	1.86 	2.53 	0.99 	11.55 	9.3 	3.2 	7.12 	9 	6.9 	0.5 	0.2 	6.5 	0 	0 	0 	0 
F23,37_1,TLW,EU28	2.681 p	5.393 p	3.267 	2.485 	1.86 	2.53 	0.99 	11.55 	9.3 	3.2 	7.12 	9 	6.9 	0.5 	0.2 	6.5 	0 	0 	0 	0 
F23,37_1,TLW,FR	1.811 p	0.763 p	2.197 	0.495 	0.5 	0.16 	0.33 	0.35 	: 	0.8 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_1_1,TLW,ES	0.87 	4.51 	1.03 	1.9 	1.34 	1.83 	0.52 	11.15 	8.92 	2.3 	7.1 	9 	6.9 	0.5 	0.2 	6.5 	0 	0 	0 	0 
F23,37_1_1,TLW,EU27_2020	0.87 	4.51 	1.03 	1.9 	1.34 	1.83 	0.52 	11.15 	8.92 	2.3 	7.1 	9 	6.9 	0.5 	0.2 	6.5 	0 	0 	0 	0 
F23,37_1_1,TLW,EU28	0.87 	4.51 	1.03 	1.9 	1.34 	1.83 	0.52 	11.15 	8.92 	2.3 	7.1 	9 	6.9 	0.5 	0.2 	6.5 	0 	0 	0 	0 
F23,37_1_2,TLW,ES	: 	0.12 	0.04 	0.09 	0.02 	0.54 	0.14 	0.05 	0.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_1_2,TLW,EU27_2020	1.811 p	0.883 p	2.222 	0.585 	0.52 	0.58 	0.47 	0.21 	0.15 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_1_2,TLW,EU28	1.811 p	0.883 p	2.222 	0.585 	0.52 	0.58 	0.47 	0.21 	0.15 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_1_2,TLW,FR	1.811 p	0.763 p	2.182 	0.495 	0.5 	0.04 	0.33 	0.16 	: 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_1_3,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	0.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_1_3,TLW,EU27_2020	: 	: 	0.015 	: 	: 	0.12 	: 	0.19 	0.23 	: 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_1_3,TLW,EU28	: 	: 	0.015 	: 	: 	0.12 	: 	0.19 	0.23 	: 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_1_3,TLW,FR	: 	: 	0.015 	: 	: 	0.12 	: 	0.19 	: 	: 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_1_NK,TLW,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_1_NK,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_1_NK,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_2,TLW,AL	70 	64 	58 	52 	50 	52 	51 	50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_2,TLW,EU27_2020	0.0018 p	: 	0.001 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_2,TLW,EU28	0.0018 p	: 	0.001 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_2,TLW,HR	0.0018 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_2,TLW,IT	0 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_2,TLW,SI	0 	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_2_1,TLW,AL	70 	64 	58 	52 	50 	52 	51 	50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_2_1,TLW,EU27_2020	0.0018 p	: 	0.001 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_2_1,TLW,EU28	0.0018 p	: 	0.001 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_2_1,TLW,HR	0.0018 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_2_1,TLW,IT	0 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F23,37_2_1,TLW,SI	0 	: 	: 	: 	: 	: 	0 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
F24,37,TLW,AL	25 	18 	15 	14 	16 	14 	15 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F24,37,TLW,BG	25.5799 	10.809 	10.31 e	15.547 	17.6 	20.5 	26.28 	24.87 	51.79 	59 	37 	27 	26 	17.7 	37.8 	78 	56 	106 	16 	10 
F24,37,TLW,CY	: 	: 	: 	: 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F24,37,TLW,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2215 	1280 
F24,37,TLW,ES	1.81 	1.19 	0.17 	0.27 	0.14 	0.04 	0.04 	1.88 	4.86 	25.2 	44.9 	67 	51.9 	9.4 	7.6 	0.01 	220 	382 	0 	0 
F24,37,TLW,EU27_2020	53.4579 p	28.6634 p	100.8137 e	267.868 	148.896 	40.967 	64.629 	54.45 	158.11 	176.6 	153.51 	142 	87.9 	31.11 	106.2 	110.01 	290 	501 	2269 	1395 
F24,37,TLW,EU28	53.4579 p	28.6634 p	100.814 e	267.868 	148.896 	40.967 	64.629 	54.45 	158.11 	176.6 	153.51 	142 	87.9 	31.11 	106.2 	110.01 	290 	501 	2269 	1395 
F24,37,TLW,FR	4.717 p	5.671 p	3.412 	5.126 	3.87 	3.12 	3.79 	2.2 	3.35 	1.9 	0.61 	0.5 	1 	0.01 	3.8 	4 	5 	4 	2 	19 
F24,37,TLW,MT	1.571 	6.253 	77.69 	233.142 	104.561 	6.115 	: 	: 	51.11 	43.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
F24,37,TLW,RO	19.78 	4.74 	9.23 e	13.783 	22.425 	11.192 	34.519 	25.5 	47 	47 	71 	47.5 	9 	4 	57 	28 	9 	9 	36 	86 
F24,37,TLW,SI	0 	0 n	0 n	: 	0 	0 	: 	0 	0 	0 	: 	0 	: 	0 	: 	: 	: 	: 	: 	: 
F24,37,TLW,TR	1965.3 	1605.3 	1576.2 e	1642 	2034.7 	2094.4 	1541 	1699.3 	2581.5 	5148 	6140 	2289 	2252 	1738 	2176 	1172 	1100 	862 	690 	720 
F24,37_1,TLW,ES	1.81 	1.19 	0.17 	0.27 	0.14 	0.04 	0.04 	1.88 	4.86 	25.2 	44.9 	67 	51.9 	9.4 	7.6 	0.01 	220 	282 	0 	0 
F24,37_1,TLW,EU27_2020	6.527 p	6.861 p	3.582 	5.396 	4.01 	3.16 	3.83 	4.08 	8.21 	27.1 	45.51 	67.5 	52.9 	9.41 	11.4 	4.01 	225 	286 	2 	19 
F24,37_1,TLW,EU28	6.527 p	6.861 p	3.582 	5.396 	4.01 	3.16 	3.83 	4.08 	8.21 	27.1 	45.51 	67.5 	52.9 	9.41 	11.4 	4.01 	225 	286 	2 	19 
F24,37_1,TLW,FR	4.717 p	5.671 p	3.412 	5.126 	3.87 	3.12 	3.79 	2.2 	3.35 	1.9 	0.61 	0.5 	1 	0.01 	3.8 	4 	5 	4 	2 	19 
F24,37_1_1,TLW,ES	1.81 	1.19 	0.17 	0.27 	0.14 	0.04 	0.04 	1.88 	4.86 	25.2 	44.9 	67 	51.9 	9.4 	7.6 	0.01 	220 	282 	0 	0 
